wins,losses,draws,height_cm,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,match_results
16,5,0,172.72,182.88,Southpaw,4.83,54,2.75,62,0.32,100,66,0.6,win
16,8,1,172.72,175.26,Orthodox,3.47,42,4.68,53,0,0,52,0.6,win
32,15,0,172.72,177.8,Southpaw,3.52,47,3.19,60,2.01,35,56,0.6,win
22,12,1,180.34,193.04,Orthodox,2.99,51,2.55,46,2.35,38,63,0.6,win
23,10,0,162.56,165.1,Southpaw,1.83,29,3.04,55,5.15,42,47,0.6,win
16,3,1,165.1,167.64,Orthodox,4.67,43,3.95,58,0.41,45,59,0.6,win
16,8,0,182.88,180.34,Orthodox,2.8,60,1.73,55,0.62,50,36,0.6,win
29,11,0,185.42,185.42,Orthodox,5.09,53,3.74,58,1.56,55,94,0.6,win
12,5,0,175.26,180.34,Southpaw,1.51,53,3.66,43,0.86,50,44,0.6,win
12,3,0,170.18,180.34,Orthodox,4.52,44,7.07,47,1.26,25,75,0.6,win
21,12,1,172.72,177.8,Orthodox,3.39,48,3.44,57,1.2,37,46,0.6,win
20,3,0,170.18,182.88,Orthodox,2.91,40,2.02,72,3.97,53,77,0.6,win
23,8,0,165.1,170.18,Orthodox,1.42,39,2.34,64,1.82,35,87,0.6,win
26,9,0,167.64,177.8,Orthodox,2.98,44,2.45,60,3.23,40,66,0.6,win
13,7,0,180.34,187.96,Orthodox,7.19,46,10.66,44,1.12,18,50,0.6,win
15,11,0,162.56,182.88,Orthodox,1.68,48,2.32,57,4.19,63,50,0.6,win
25,11,2,172.72,182.88,Orthodox,2.85,40,2.74,63,0.72,38,51,0.6,win
22,6,0,187.96,198.12,Orthodox,3.25,47,1.83,60,2.43,57,77,0.6,win
11,2,0,182.88,180.34,Orthodox,3.58,52,1.96,58,1.81,34,41,0.6,win
8,6,0,177.8,185.42,Orthodox,3.97,45,3.79,53,0.72,60,65,0.5,win
10,4,0,177.8,177.8,Orthodox,4.33,48,4.94,50,0.72,42,25,0.5,win
19,3,0,167.64,185.42,Southpaw,4.18,47,2.27,62,0.45,40,81,0.5,win
29,6,0,175.26,175.26,Orthodox,4.32,41,4.39,55,2.92,36,92,0.5,win
9,2,0,182.88,182.88,Orthodox,1.5,35,4.43,37,1,50,28,0.5,win
6,3,0,162.56,182.88,Orthodox,2.23,37,4.07,57,1.04,11,0,0.5,win
10,5,0,185.42,187.96,Orthodox,3.2,39,4.13,64,0.96,33,75,0.5,win
19,11,0,185.42,190.5,Orthodox,2.85,57,1.53,59,2.78,46,58,0.5,win
22,6,0,177.8,180.34,Orthodox,3.36,48,3.34,54,1.95,35,47,0.5,win
14,9,0,182.88,190.5,Orthodox,6.55,50,6.32,51,1.35,26,66,0.5,win
17,5,0,190.5,198.12,Orthodox,4.38,47,3.33,54,0.8,39,74,0.5,win
13,6,0,182.88,180.34,Southpaw,3.76,42,3.07,60,0.92,28,71,0.5,win
7,2,0,170.18,170.18,Orthodox,2.05,50,1.4,54,2.05,40,70,0.5,win
16,8,0,172.72,175.26,Orthodox,3.93,36,3.67,56,0.48,14,61,0.5,win
17,10,0,185.42,182.88,Orthodox,1.66,46,5.31,46,0,0,50,0.5,win
14,5,0,190.5,190.5,Orthodox,5.99,55,5.67,51,2.4,50,100,0.5,win
11,5,0,175.26,177.8,Southpaw,2.48,51,2.97,55,2.36,33,70,0.5,win
12,2,0,190.5,195.58,Orthodox,6.47,61,5.9,44,1.09,25,100,0.5,win
9,3,0,185.42,187.96,Orthodox,3.83,46,4.52,64,0.45,8,75,0.5,win
18,11,0,182.88,177.8,Orthodox,1.9,27,5.87,50,0.12,6,58,0.5,win
28,12,7,170.18,182.88,Southpaw,0.87,23,2.8,51,1.5,11,0,0.5,win
10,4,0,172.72,175.26,Orthodox,2.17,45,4.65,36,1.88,24,43,0.5,win
20,8,0,167.64,165.1,Orthodox,5.45,43,6.14,56,0.47,19,82,0.5,win
12,1,0,177.8,175.26,Orthodox,6.16,52,3.4,52,0.95,66,60,0.5,win
15,18,0,175.26,182.88,Orthodox,2.77,45,3.93,40,1.46,47,60,0.5,loss
11,5,0,170.18,167.64,Southpaw,3.56,51,2.16,55,3.42,63,82,0.5,win
8,2,0,160.02,147.32,Orthodox,3.01,40,3.22,48,2.04,56,71,0.5,win
14,7,0,180.34,185.42,Orthodox,4.22,32,5,50,2.81,39,71,0.5,win
14,10,0,170.18,175.26,Orthodox,3.37,32,3.62,62,0.81,23,60,0.5,win
21,10,1,185.42,190.5,Orthodox,3.61,56,2.96,51,1.34,47,59,0.5,win
13,6,0,162.56,157.48,Orthodox,5.68,49,4.9,63,1.65,35,43,0.5,win
16,14,2,175.26,177.8,Orthodox,2.76,48,3.2,56,1.19,55,74,0.5,win
8,3,0,182.88,182.88,Orthodox,1.66,34,3.53,37,0,0,37,0.5,win
11,6,1,182.88,182.88,Orthodox,4.44,47,4.47,55,0.27,25,56,0.5,win
13,2,0,185.42,180.34,Switch,1.8,39,2.2,39,1.35,30,60,0.5,win
21,7,2,170.18,177.8,Orthodox,3.8,43,3.4,56,1.73,45,64,0.5,win
7,4,0,167.64,172.72,Orthodox,3.29,45,6.51,43,0,0,18,0.5,win
13,3,0,177.8,185.42,Southpaw,3.55,51,3.21,63,1.7,41,61,0.5,win
18,10,0,162.56,182.88,Southpaw,0.59,45,2.58,55,0,0,8,0.5,win
11,5,0,182.88,182.88,Orthodox,1.76,46,3.35,37,0.52,25,53,0.5,win
7,3,0,175.26,185.42,Orthodox,3.89,56,2.49,50,7.2,44,0,0.5,win
23,6,1,172.72,175.26,Orthodox,2.08,41,3.31,55,2.5,39,76,0.5,win
14,19,0,180.34,182.88,Southpaw,0.64,25,1.96,57,1.07,57,62,0.5,loss
13,5,1,180.34,185.42,Orthodox,1.67,38,2.93,52,0,0,33,0.5,win
5,3,0,190.5,205.74,Orthodox,3.53,72,2.11,50,3.9,55,60,0.5,win
11,3,0,180.34,180.34,Orthodox,3.63,53,4.4,50,0.36,66,72,0.5,win
4,5,0,165.1,160.02,Orthodox,2.5,31,2.98,54,1.9,66,70,0.5,loss
9,3,0,190.5,195.58,Orthodox,1.36,33,3.92,45,3.07,37,0,0.5,win
4,4,0,165.1,165.1,Southpaw,3.65,40,3.04,64,0,0,100,0.5,draw
18,12,0,177.8,182.88,Orthodox,1.05,22,3.74,40,1.43,20,0,0.5,win
13,4,0,175.26,182.88,Orthodox,1.8,27,3.37,68,0,0,0,0.5,win
33,19,5,170.18,177.8,Southpaw,1.91,49,1.9,50,1.95,31,37,0.5,win
8,3,0,185.42,193.04,Southpaw,3.01,42,2.74,54,3.51,50,89,0.5,win
13,2,1,165.1,172.72,Switch,3.83,54,4.9,47,1.5,15,0,0.5,win
15,6,1,175.26,175.26,Switch,5.71,49,4.21,58,0.1,16,47,0.5,win
18,13,1,177.8,172.72,Orthodox,2.77,24,4.79,52,0.3,26,42,0.5,win
55,10,0,172.72,182.88,Orthodox,1.59,49,0.97,63,1.19,66,50,0.5,win
8,2,0,167.64,180.34,Orthodox,1.3,34,3.47,45,1.5,25,38,0.5,win
8,2,0,182.88,187.96,Orthodox,4.83,65,6.11,40,0.53,100,69,0.5,win
21,15,0,180.34,185.42,Orthodox,2.65,34,3.1,41,0.48,5,30,0.5,win
15,5,0,172.72,177.8,Orthodox,4.09,53,2.69,56,2.19,37,82,0.5,win
15,1,0,177.8,190.5,Southpaw,2.73,58,1.98,60,2.16,63,57,0.5,win
9,6,0,185.42,187.96,Southpaw,2.57,51,2.42,57,0.72,40,42,0.5,win
9,3,0,172.72,180.34,Switch,2.55,54,3.85,30,3.34,36,57,0.5,win
22,8,1,175.26,175.26,Orthodox,1.91,54,2.31,58,2.97,46,33,0.5,win
8,3,0,170.18,172.72,Orthodox,1.48,34,3.14,57,2.52,43,54,0.5,win
14,3,0,185.42,187.96,Southpaw,1.68,32,1.68,68,2.85,46,66,0.5,win
9,4,0,165.1,170.18,Orthodox,2.19,32,3.29,58,2.82,33,75,0.5,win
24,13,0,187.96,190.5,Orthodox,3.57,44,2.96,56,0.27,19,57,0.5,win
36,17,0,175.26,177.8,Orthodox,2.67,32,3.97,57,0.65,31,53,0.5,win
10,1,1,187.96,198.12,Orthodox,5.41,46,4,57,0.71,80,83,0.5,win
12,5,1,172.72,182.88,Orthodox,0.63,28,2.53,55,0.5,50,41,0.5,win
12,2,0,193.04,205.74,Orthodox,5.49,60,2.19,63,0.58,21,50,0.5,win
14,5,0,160.02,165.1,Southpaw,3.71,46,2.62,59,2.41,48,42,0.5,win
19,3,0,182.88,182.88,Southpaw,2.87,35,4.14,60,0,0,76,0.5,win
34,9,0,167.64,177.8,Orthodox,3.78,36,3.9,57,1.49,41,91,0.5,win
18,5,0,182.88,182.88,Orthodox,2.73,29,4.37,55,0,0,37,0.5,win
21,10,2,187.96,182.88,Orthodox,1.47,35,1.6,44,0.5,25,74,0.5,win
15,3,0,190.5,200.66,Orthodox,2.82,50,2.99,28,0.52,25,37,0.5,win
60,33,9,180.34,182.88,Southpaw,1.14,42,2.57,51,0.76,41,37,0.5,win
8,4,0,175.26,182.88,Orthodox,2.56,33,6.78,35,0.51,5,20,0.5,win
6,4,0,162.56,172.72,Orthodox,3.12,42,4.04,55,1.62,22,28,0.5,win
9,3,0,182.88,182.88,Southpaw,1.73,35,2.06,64,2.69,46,0,0.5,win
8,1,0,160.02,162.56,Orthodox,3,57,1.13,62,2,100,55,0.5,win
10,4,0,182.88,182.88,Southpaw,2.11,44,2.32,63,3.71,44,83,0.5,win
23,5,0,182.88,182.88,Orthodox,0.97,27,1.87,48,0,0,37,0.5,win
23,9,1,175.26,177.8,Orthodox,3.64,36,2.33,56,2.13,46,52,0.5,win
20,9,0,180.34,182.88,Orthodox,2.13,26,1.87,60,0.5,16,100,0.5,win
34,12,0,187.96,190.5,Southpaw,2.06,38,2.25,60,1.98,39,84,0.5,win
8,1,0,175.26,180.34,Southpaw,4.01,51,3.52,58,5.37,57,41,0.5,win
14,7,0,180.34,180.34,Southpaw,2.22,41,4.79,41,2.9,46,62,0.5,win
17,7,1,182.88,190.5,Southpaw,2.14,40,2.9,58,1.53,32,77,0.5,win
7,2,0,175.26,180.34,Orthodox,4.31,45,5.35,47,1.04,20,50,0.5,win
6,3,0,190.5,190.5,Orthodox,4.27,58,4.3,45,0.45,50,87,0.5,win
28,9,0,175.26,177.8,Southpaw,3.13,45,2.67,60,0.98,42,60,0.5,win
15,3,0,175.26,180.34,Orthodox,4.45,35,4.17,55,0.25,6,16,0.5,win
18,10,0,175.26,180.34,Switch,2.72,38,2.07,66,0.49,33,57,0.5,win
34,10,1,175.26,180.34,Southpaw,3.02,46,3.35,53,1.69,48,77,0.5,win
12,7,0,160.02,162.56,Orthodox,2.58,37,2.61,77,1.4,53,75,0.5,win
27,3,1,160.02,167.64,Orthodox,3.43,54,1.66,67,3.35,56,65,0.5,win
27,1,0,193.04,213.36,Orthodox,4.29,57,2.22,64,1.93,45,95,0.5,win
15,4,0,167.64,182.88,Orthodox,1.75,39,1.78,48,2.02,22,56,0.5,win
19,7,1,182.88,187.96,Southpaw,4.56,45,4.24,56,1.66,45,69,0.5,win
12,5,0,182.88,185.42,Orthodox,3.6,52,2.53,56,3.78,34,83,0.5,win
7,4,0,193.04,195.58,Orthodox,4.12,43,4.65,47,0,0,50,0.5,win
26,17,0,190.5,203.2,Southpaw,2.71,47,3.14,46,1.15,38,66,0.5,win
15,11,0,167.64,167.64,Orthodox,3.86,37,4.19,55,0.58,40,57,0.5,win
17,9,0,185.42,187.96,Orthodox,5.46,48,6.77,45,0,0,30,0.5,win
20,10,0,178.2343247,182.88,Orthodox,1.2,29,2.1,70,2,57,80,0.5,win
11,7,0,165.1,162.56,Orthodox,4.39,45,3.47,55,0.24,33,73,0.5,win
15,6,1,182.88,193.04,Southpaw,2.18,34,2.31,57,0.67,25,55,0.5,win
21,12,0,177.8,177.8,Southpaw,3.54,47,3.39,57,0.46,28,57,0.5,win
17,10,0,187.96,190.5,Orthodox,2.03,48,3.86,35,0,0,36,0.5,win
35,5,0,170.18,182.88,Orthodox,0.87,26,1.93,57,4,47,16,0.5,win
9,2,0,180.34,182.88,Orthodox,1.7,36,3.17,45,1,15,46,0.5,win
9,3,0,170.18,182.88,Orthodox,0.92,31,0.83,44,1.85,28,0,0.5,win
1,1,0,180.34,177.8,Orthodox,2.37,25,4.57,47,0,0,77,0.5,draw
8,0,0,193.04,200.66,Orthodox,4.41,52,4.01,55,2.35,41,50,0.5,win
5,2,0,175.26,177.8,Southpaw,3.74,44,6.82,53,0.47,25,0,0.5,win
14,6,0,180.34,185.42,Orthodox,2.51,46,3.31,66,3.17,33,89,0.5,win
14,9,1,182.88,182.88,Orthodox,3.49,39,6.5,43,0,0,66,0.5,win
25,10,0,190.5,205.74,Orthodox,4.39,49,3.22,51,0.78,38,53,0.5,win
20,6,0,167.64,175.26,Orthodox,5.91,50,4.22,56,1.74,48,70,0.5,win
6,5,0,165.1,170.18,Orthodox,4.89,53,3.77,66,0.74,37,65,0.5,win
11,4,0,187.96,182.88,Orthodox,0.97,30,2.1,31,0,0,66,0.5,win
35,21,8,170.18,172.72,Switch,2.18,48,2.67,63,1.01,84,46,0.5,win
21,9,1,182.88,195.58,Orthodox,3.1,47,2.48,57,2.55,34,77,0.5,win
30,10,0,190.5,182.88,Orthodox,2.8,23,4.6,56,0.5,100,0,0.5,win
13,8,0,185.42,198.12,Southpaw,1.9,42,2.44,53,2.69,53,84,0.5,win
4,2,0,178.2343247,182.88,Orthodox,1.95,37,2.65,66,3.35,70,100,0.5,win
23,11,1,175.26,182.88,Orthodox,1.93,49,2.91,47,0,0,25,0.5,win
8,6,0,172.72,185.42,Orthodox,4.12,51,4.12,52,2.71,41,100,0.5,win
9,2,0,185.42,193.04,Orthodox,2.34,42,3.44,59,1,28,80,0.5,win
19,2,1,154.94,182.88,Orthodox,1.57,33,3.9,60,3,18,75,0.5,win
16,4,0,190.5,198.12,Orthodox,3.54,49,3.79,49,4.56,64,70,0.5,win
10,10,0,170.18,170.18,Orthodox,4.29,39,4,55,0.39,31,39,0.5,draw
13,6,0,167.64,167.64,Orthodox,2.26,46,1.92,47,4.38,65,50,0.5,win
10,6,1,182.88,182.88,Orthodox,2.27,41,4.6,56,2.3,55,66,0.5,win
17,5,0,185.42,190.5,Orthodox,2.17,53,2.43,45,3.13,40,100,0.5,win
5,3,0,182.88,182.88,Orthodox,2.17,39,1.57,65,0.5,33,64,0.5,win
12,4,0,182.88,190.5,Southpaw,1.83,50,2.83,64,2,33,25,0.5,win
9,1,0,187.96,200.66,Orthodox,1.88,49,2.01,56,0.77,50,40,0.4,win
11,2,1,177.8,185.42,Orthodox,2.68,42,3.29,56,0,0,72,0.4,win
17,4,1,185.42,190.5,Orthodox,2.49,44,3.01,55,2.46,23,83,0.4,win
7,1,0,182.88,175.26,Switch,6.48,46,5.61,51,0.82,18,63,0.4,win
27,19,2,180.34,182.88,Orthodox,1.88,38,4.41,54,1.32,20,33,0.4,win
13,29,7,175.26,182.88,Orthodox,0.84,45,1.69,55,1.83,30,43,0.4,loss
14,5,0,182.88,190.5,Southpaw,4.85,56,2.61,46,1.51,44,94,0.4,win
13,5,1,167.64,172.72,Southpaw,2.04,61,2.59,61,2.51,75,76,0.4,win
15,3,0,180.34,190.5,Orthodox,7.4,52,6.78,56,0.43,44,91,0.4,win
17,6,0,185.42,200.66,Orthodox,3.43,54,3.97,49,0.53,18,70,0.4,win
16,4,1,170.18,170.18,Southpaw,3.13,49,2.94,52,5.41,50,80,0.4,win
16,12,0,177.8,182.88,Orthodox,4.25,42,3.58,57,0.36,100,60,0.4,win
34,9,2,182.88,182.88,Orthodox,0.78,15,2.44,60,1.74,80,55,0.4,win
10,5,0,193.04,198.12,Orthodox,2.92,37,2.22,57,2.32,46,72,0.4,win
15,5,0,160.02,167.64,Orthodox,3.33,39,3.23,67,2.33,66,66,0.4,win
13,4,0,172.72,177.8,Orthodox,2.43,41,1.8,57,3.98,52,92,0.4,win
21,18,0,177.8,193.04,Orthodox,3.94,36,6.01,49,0.78,100,50,0.4,win
20,11,0,177.8,180.34,Orthodox,2.98,42,2.95,51,2.93,37,52,0.4,win
9,6,0,162.56,160.02,Southpaw,2.36,44,6.06,38,1.61,26,20,0.4,win
3,3,0,190.5,182.88,Orthodox,3.35,48,5.09,35,0,0,33,0.4,draw
19,6,0,165.1,172.72,Southpaw,5.12,54,4.51,59,0.65,37,77,0.4,win
16,4,0,167.64,175.26,Southpaw,1.19,38,0.66,70,3.44,64,100,0.4,win
12,7,0,172.72,182.88,Orthodox,1.8,38,4.28,38,0,0,67,0.4,win
5,4,2,185.42,182.88,Orthodox,2.68,44,1.9,57,0,0,72,0.4,win
15,8,2,177.8,182.88,Orthodox,3.28,53,4.9,56,0.38,50,53,0.4,win
22,3,0,180.34,182.88,Orthodox,4.25,52,2.92,54,1.83,44,80,0.4,win
16,4,1,170.18,172.72,Southpaw,4.85,42,4.67,58,1.09,35,61,0.4,win
11,5,0,180.34,182.88,Orthodox,1.52,33,3.42,38,1.87,41,66,0.4,win
18,8,0,195.58,200.66,Orthodox,4.03,40,3.53,51,1.53,39,83,0.4,win
20,11,1,165.1,160.02,Orthodox,2.69,33,3.15,58,1.62,62,86,0.4,win
6,2,1,182.88,182.88,Orthodox,1.34,51,0.86,46,1.49,50,75,0.4,win
9,5,2,180.34,195.58,Southpaw,2.27,53,3.76,46,0.79,22,27,0.4,win
29,15,1,185.42,185.42,Southpaw,3.08,43,1.1,62,3.81,59,66,0.4,win
18,5,0,167.64,175.26,Orthodox,3.88,37,2.91,65,0.85,40,67,0.4,win
18,7,0,185.42,187.96,Switch,2.21,50,2.72,46,2.83,50,57,0.4,win
13,4,0,190.5,200.66,Orthodox,2.08,52,2.47,34,1.09,33,33,0.4,win
7,8,0,167.64,162.56,Orthodox,4.48,42,5.66,57,0.71,40,68,0.4,loss
13,4,0,198.12,195.58,Orthodox,4.43,36,3.87,59,0.63,42,63,0.4,win
8,3,0,180.34,187.96,Orthodox,2.65,49,2.29,73,1.82,31,78,0.4,win
21,7,0,177.8,182.88,Orthodox,2.62,49,2.31,51,1.06,41,71,0.4,win
19,4,0,182.88,193.04,Orthodox,3.75,42,2.8,62,1.77,47,88,0.4,win
8,2,0,177.8,182.88,Switch,4.75,48,5,57,0.74,22,28,0.4,win
23,5,0,187.96,187.96,Orthodox,2.82,43,1.39,71,3.37,44,80,0.4,win
17,7,0,167.64,167.64,Orthodox,2.58,41,2.46,64,0.77,40,72,0.4,win
18,12,0,175.26,177.8,Orthodox,2.5,30,2.83,64,2.02,52,65,0.4,win
14,4,0,172.72,180.34,Orthodox,2.59,58,2.68,41,3.31,50,23,0.4,win
14,6,1,182.88,182.88,Orthodox,2.42,42,3.73,59,1.2,38,75,0.4,win
28,13,0,170.18,180.34,Orthodox,2.95,39,3.22,63,0.22,20,58,0.4,win
15,8,0,172.72,177.8,Orthodox,2.65,41,2.31,59,2.18,45,40,0.4,win
3,2,0,157.48,160.02,Orthodox,4.83,47,5.56,38,2.27,50,77,0.4,win
9,3,0,172.72,175.26,Orthodox,1.28,41,2.71,51,3.45,47,22,0.4,win
12,5,0,172.72,180.34,Southpaw,3.65,53,1.77,57,0.4,25,30,0.4,win
12,4,0,193.04,195.58,Southpaw,4.75,50,3.77,48,0.36,28,80,0.4,win
8,7,0,182.88,182.88,Orthodox,0.83,42,2.23,40,0.43,100,54,0.4,win
25,14,0,167.64,172.72,Orthodox,3.02,31,4.63,55,2.47,44,58,0.4,win
10,3,0,175.26,182.88,Orthodox,4.08,30,7.16,48,1.54,44,36,0.4,win
24,8,0,185.42,187.96,Southpaw,2.59,53,1.57,61,1.21,65,75,0.4,win
6,0,1,177.8,180.34,Orthodox,1.25,54,1.47,58,4.8,52,66,0.4,win
35,17,0,187.96,195.58,Orthodox,3.29,45,3.83,52,0.19,33,39,0.4,win
9,7,0,200.66,203.2,Orthodox,3.28,45,3.61,45,0,0,27,0.4,win
28,19,0,175.26,180.34,Orthodox,3.17,40,3.05,58,1.16,38,65,0.4,win
5,5,0,175.26,182.88,Orthodox,0.72,26,2.12,55,1.31,40,0,0.4,draw
20,4,0,167.64,175.26,Orthodox,3.01,44,3.23,62,5.84,50,75,0.4,win
15,11,0,190.5,182.88,Switch,0.28,41,0.89,28,2.92,77,0,0.4,win
19,27,5,177.8,182.88,Orthodox,0.76,22,4.39,40,0,0,40,0.4,loss
6,6,0,180.34,185.42,Orthodox,2.24,48,3.39,41,1.18,33,26,0.4,draw
11,4,0,167.64,172.72,Orthodox,3.22,36,2.82,63,0.95,71,51,0.4,win
20,6,1,175.26,182.88,Orthodox,2.39,48,2.08,63,1.76,37,65,0.4,win
17,5,0,170.18,170.18,Orthodox,5.38,51,5.03,61,1.8,37,90,0.4,win
22,12,0,180.34,190.5,Orthodox,4.63,37,3.68,60,1.89,25,69,0.4,win
10,4,0,172.72,170.18,Southpaw,3.86,55,2.93,52,0.43,42,53,0.4,win
28,9,0,177.8,182.88,Southpaw,1.8,38,2.14,65,0.83,80,81,0.4,win
13,4,0,177.8,177.8,Orthodox,4.55,48,4.38,43,2.12,83,69,0.4,win
24,10,0,172.72,182.88,Orthodox,2.27,38,1.63,67,1.2,100,71,0.4,win
11,5,0,177.8,185.42,Orthodox,2.62,56,3.3,35,1.78,40,48,0.4,win
15,6,0,182.88,185.42,Southpaw,4.78,64,4.35,46,0.41,10,66,0.4,win
18,6,0,170.18,177.8,Southpaw,4.38,36,3.1,68,0.49,30,95,0.4,win
14,1,1,167.64,170.18,Orthodox,3.05,54,2.8,57,2.6,24,66,0.4,win
11,5,0,177.8,185.42,Orthodox,2.35,34,3.27,47,0.64,15,50,0.4,win
10,2,0,195.58,205.74,Orthodox,1.68,38,1.87,48,0.41,33,58,0.4,win
25,10,0,182.88,187.96,Orthodox,2.46,35,3.44,51,0.73,35,35,0.4,win
14,3,0,185.42,195.58,Orthodox,6.37,57,2.33,57,5.13,45,85,0.4,win
12,4,0,170.18,182.88,Orthodox,2.09,45,4.45,56,4.06,28,50,0.4,win
20,9,0,175.26,175.26,Orthodox,1.61,42,3.02,56,3.28,42,77,0.4,win
10,4,0,190.5,203.2,Orthodox,3.94,52,4.32,54,0.85,40,59,0.4,win
11,0,0,172.72,180.34,Orthodox,5.2,63,2.34,58,3.5,53,83,0.4,win
15,7,0,172.72,177.8,Orthodox,2.95,52,2.13,62,0,0,54,0.4,win
25,12,0,154.94,157.48,Orthodox,6.67,50,5.36,54,2.45,54,72,0.4,win
36,4,1,167.64,170.18,Orthodox,2.17,35,2.71,55,4.09,46,56,0.4,win
10,8,0,165.1,172.72,Orthodox,2.88,39,3.65,58,0.28,22,72,0.4,win
23,11,1,177.8,180.34,Southpaw,2.32,45,4.01,56,1.07,100,33,0.4,win
17,7,0,180.34,182.88,Orthodox,2.63,36,2.73,58,0.97,29,57,0.4,win
11,9,0,154.94,165.1,Orthodox,1.53,28,4.92,42,0.4,25,28,0.4,win
23,4,1,165.1,167.64,Southpaw,3.28,52,2.11,62,2.56,63,71,0.4,win
21,5,1,185.42,193.04,Orthodox,3.29,38,2.26,57,3.55,60,82,0.4,win
14,17,5,172.72,182.88,Orthodox,1.03,34,2.63,53,1.79,73,82,0.4,loss
17,1,0,180.34,182.88,Switch,7.25,61,3.51,61,0.43,42,62,0.4,win
10,8,0,167.64,172.72,Southpaw,3.44,55,2.84,51,2.27,55,64,0.4,win
17,9,0,177.8,182.88,Orthodox,2.02,34,5.41,53,0,0,80,0.4,win
17,11,0,177.8,185.42,Orthodox,1.79,36,2.27,63,2.46,48,64,0.4,win
31,15,0,175.26,180.34,Orthodox,2.47,39,2.83,60,2.04,47,86,0.4,win
39,14,0,193.04,198.12,Orthodox,3.71,42,4.63,47,0.68,34,70,0.4,win
9,2,0,193.04,200.66,Orthodox,5,62,3.65,50,0.19,100,70,0.4,win
14,5,0,190.5,190.5,Orthodox,6.97,46,4.36,57,0,0,85,0.4,win
8,4,1,162.56,162.56,Southpaw,3.27,45,4.1,46,1.27,41,57,0.4,win
19,7,1,175.26,187.96,Orthodox,2.36,48,2.76,54,1.06,40,87,0.4,win
15,6,0,177.8,182.88,Orthodox,0.96,52,3.38,36,1.94,25,46,0.4,win
12,5,0,187.96,195.58,Orthodox,4.1,56,6.03,31,2.09,45,100,0.4,win
24,7,1,180.34,185.42,Orthodox,4.52,42,3.33,57,0.43,13,68,0.4,win
18,6,0,175.26,180.34,Orthodox,3.98,45,3.17,58,2.55,44,70,0.4,win
23,8,0,185.42,195.58,Orthodox,5.13,44,3.69,55,1.66,29,75,0.4,win
10,4,0,175.26,180.34,Orthodox,2.72,46,2.14,65,0,0,69,0.4,win
24,13,0,170.18,182.88,Orthodox,2.15,50,3.08,51,2.7,49,53,0.4,win
5,3,0,165.1,165.1,Southpaw,5.6,41,4.43,64,2.25,54,69,0.4,win
2,6,0,226.06,182.88,Orthodox,0.4,15,2.72,47,0.42,100,16,0.4,loss
13,6,0,182.88,185.42,Southpaw,2.67,43,3.56,43,1.25,27,45,0.4,win
22,8,2,182.88,177.8,Southpaw,3.94,43,4.1,51,0.55,13,68,0.4,win
13,3,0,175.26,180.34,Orthodox,5.72,49,4.33,54,0.28,20,62,0.4,win
29,13,0,172.72,177.8,Orthodox,4.7,50,3.84,59,1.09,52,61,0.4,win
24,3,0,162.56,160.02,Switch,5.94,51,3.44,53,2.29,42,66,0.4,win
21,2,0,172.72,172.72,Orthodox,7.28,52,2.25,64,0.66,55,94,0.4,win
14,6,0,182.88,193.04,Southpaw,3.84,39,3.73,64,0.39,18,66,0.4,win
23,12,0,182.88,190.5,Switch,5.08,48,4.76,51,0.79,34,80,0.4,win
18,6,0,193.04,195.58,Orthodox,4.03,47,4.41,45,0.36,33,85,0.4,win
27,8,0,185.42,182.88,Orthodox,1.62,33,2.36,59,3.59,43,77,0.3,win
10,6,1,172.72,175.26,Orthodox,1.64,29,1.6,67,0,0,31,0.3,win
9,3,0,170.18,172.72,Orthodox,2.4,43,2.64,48,1.04,18,53,0.3,win
21,3,0,187.96,187.96,Southpaw,2.8,53,2.4,53,1.26,33,69,0.3,win
13,2,0,177.8,190.5,Southpaw,3.36,53,1.41,64,3.42,71,69,0.3,win
16,2,0,180.34,185.42,Switch,7.2,53,4.83,67,0.27,20,82,0.3,win
18,4,0,177.8,182.88,Orthodox,4.26,59,2.54,56,2.08,51,82,0.3,win
16,3,0,170.18,177.8,Orthodox,4.19,42,4.21,61,3.61,44,79,0.3,win
7,5,0,162.56,160.02,Orthodox,4.42,48,6.64,55,2.28,43,25,0.3,win
14,7,0,175.26,172.72,Orthodox,4.86,39,5.71,59,0.17,50,75,0.3,win
8,4,0,175.26,177.8,Switch,3.3,43,4.93,40,0.98,30,73,0.3,win
16,4,0,167.64,172.72,Orthodox,4.46,41,2.41,56,6.55,36,78,0.3,win
7,2,0,162.56,170.18,Orthodox,5.64,58,6.5,47,3.15,47,50,0.3,win
27,19,1,170.18,177.8,Southpaw,2.12,37,3.13,56,0.22,33,63,0.3,win
12,8,1,172.72,180.34,Orthodox,4.11,44,3.19,66,1.85,36,63,0.3,win
35,11,2,187.96,185.42,Southpaw,2.11,50,1.89,63,0.19,40,78,0.3,win
11,10,0,160.02,165.1,Southpaw,2.97,43,4.23,52,1.02,36,90,0.3,win
32,15,0,180.34,187.96,Orthodox,2.44,47,2.7,51,1.52,52,57,0.3,win
22,13,0,175.26,177.8,Orthodox,2.57,43,2.25,60,0.61,41,39,0.3,win
