match_results
win
loss
win
win
win
win
loss
loss
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
loss
win
win
win
win
loss
win
win
win
win
win
draw
win
win
win
loss
win
win
win
loss
win
win
loss
loss
draw
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
draw
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
loss
win
win
loss
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
draw
win
win
win
loss
loss
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
loss
loss
win
win
win
win
loss
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
draw
win
win
win
win
win
win
win
draw
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
draw
win
win
win
win
win
win
loss
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
draw
win
win
win
win
win
loss
win
loss
win
win
win
win
win
win
win
win
win
win
draw
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
loss
loss
win
loss
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
loss
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
loss
win
win
win
loss
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
win
draw
win
win
win
win
win
win
win
win
